fighter_name,Height,Weight,Reach,Stance,DOB
Blagoy Ivanov,"5' 11""",250 lbs.,"73""",Southpaw,"Oct 09, 1986"
Blair Tugman,"6' 0""",135 lbs.,NA,NA,NA
Blake Bowman,"6' 2""",170 lbs.,NA,NA,NA
Blake Watkins,NA,185 lbs.,NA,NA,NA
Blas Avena,"6' 0""",170 lbs.,"74""",Orthodox,"Jun 30, 1983"
Bo Cantrell,"6' 2""",235 lbs.,NA,Orthodox,"Feb 08, 1969"
Bob Cook,"5' 9""",170 lbs.,NA,Orthodox,NA
Bob Gilstrap,"6' 3""",200 lbs.,NA,Orthodox,NA
Bob Sapp,"6' 5""",350 lbs.,NA,Orthodox,"Sep 22, 1974"
Bob Schrijber,"6' 0""",240 lbs.,NA,Orthodox,NA
Bobby Cooper,"6' 1""",155 lbs.,NA,NA,NA
Bobby Escalante,NA,130 lbs.,NA,NA,NA
Bobby Flynn,NA,170 lbs.,NA,NA,NA
Bobby Green,"5' 10""",155 lbs.,"71""",Orthodox,"Sep 09, 1986"
Bobby Hoffman,"6' 2""",245 lbs.,NA,Orthodox,"Oct 28, 1968"
Bobby Lashley,"6' 3""",255 lbs.,"78""",Orthodox,"Jul 16, 1976"
Bobby McAndrews,NA,NA,NA,Orthodox,NA
Bobby Moffett,"5' 10""",145 lbs.,"74""",Orthodox,"Jun 01, 1990"
Bobby Nash,"6' 0""",170 lbs.,"74""",Orthodox,"Mar 26, 1990"
Bobby Sanchez,"5' 7""",155 lbs.,NA,Orthodox,NA
Bobby Southworth,"6' 2""",205 lbs.,NA,Orthodox,"Dec 16, 1969"
Bobby Stack,"5' 9""",155 lbs.,NA,Orthodox,NA
Bobby Voelker,"6' 0""",170 lbs.,"75""",Orthodox,"Apr 26, 1979"
Bojan Mihajlovic,"5' 11""",205 lbs.,"73""",Orthodox,"Mar 30, 1980"
Bojan Velickovic,"6' 0""",170 lbs.,"76""",Southpaw,"Dec 18, 1988"
Booker DeRousse,"6' 2""",205 lbs.,NA,NA,"Mar 23, 1981"
Boston Salmon,"5' 9""",135 lbs.,"69""",Southpaw,"Nov 20, 1990"
Brad Blackburn,"5' 10""",170 lbs.,"73""",Orthodox,"May 25, 1977"
Brad Gumm,"5' 11""",170 lbs.,NA,Orthodox,NA
Brad Imes,"6' 7""",265 lbs.,NA,Orthodox,"Mar 13, 1977"
Brad Katona,"5' 6""",135 lbs.,"64""",Orthodox,"Dec 19, 1991"
Brad Kohler,"5' 9""",220 lbs.,NA,Orthodox,"May 26, 1964"
Brad Mitchell,"5' 11""",145 lbs.,NA,NA,"Oct 10, 1974"
Brad Morris,"6' 2""",205 lbs.,NA,Orthodox,"Nov 01, 1979"
Brad Pickett,"5' 6""",135 lbs.,"68""",Orthodox,"Sep 24, 1978"
Brad Royster,NA,135 lbs.,NA,NA,NA
Brad Tavares,"6' 1""",185 lbs.,"74""",Orthodox,"Dec 21, 1987"
Bradley Scott,"6' 1""",170 lbs.,"76""",NA,"Jun 24, 1989"
Brady Fink,"6' 0""",183 lbs.,NA,Orthodox,NA
Branden Lee Hinkle,"6' 3""",235 lbs.,NA,Orthodox,"Jul 29, 1973"
Brandon Cash,"6' 5""",255 lbs.,NA,Orthodox,NA
Brandon Davis,"5' 10""",135 lbs.,"72""",Orthodox,"May 08, 1990"
Brandon Foxworth,"5' 11""",145 lbs.,NA,Orthodox,"Apr 28, 1979"
Brandon Gaines,"6' 3""",185 lbs.,NA,NA,NA
Brandon Girtz,"5' 7""",155 lbs.,NA,NA,"Mar 06, 1985"
Brandon Halsey,"6' 0""",185 lbs.,NA,NA,"Sep 16, 1986"
Brandon Hester,"6' 1""",205 lbs.,NA,NA,NA
Brandon Lowe,NA,155 lbs.,NA,NA,NA
Brandon Magana,NA,170 lbs.,NA,Orthodox,NA
Brandon Melendez,"5' 11""",155 lbs.,NA,Southpaw,"Mar 24, 1983"
Brandon Michaels,"5' 9""",185 lbs.,NA,NA,NA
Brandon Moreno,"5' 7""",125 lbs.,"70""",Orthodox,"Dec 07, 1993"
Brandon Polcare,NA,125 lbs.,NA,NA,NA
Brandon Saling,"5' 10""",170 lbs.,NA,NA,"Jan 28, 1986"
Brandon Sene,"5' 11""",205 lbs.,NA,NA,"May 21, 1981"
Brandon Shuey,"5' 7""",155 lbs.,NA,Orthodox,"Feb 01, 1976"
Brandon Thatch,"6' 2""",170 lbs.,"74""",Switch,"Jul 11, 1985"
Brandon Vera,"6' 3""",230 lbs.,"76""",Orthodox,"Oct 10, 1977"
Brandon Visher,"5' 6""",135 lbs.,"68""",Orthodox,"May 06, 1984"
Brandon Wolff,"5' 9""",170 lbs.,NA,Orthodox,"Oct 18, 1975"
Branko Cikatic,"6' 1""",215 lbs.,NA,Orthodox,"Oct 03, 1954"
Brendan Allen,"6' 2""",185 lbs.,NA,NA,NA
Brendan Loughnane,"5' 10""",145 lbs.,"70""",Switch,"Dec 05, 1989"
Brendan O'Reilly,"5' 7""",170 lbs.,"69""",Orthodox,"Jun 24, 1987"
Brendan Schaub,"6' 4""",245 lbs.,"78""",Orthodox,"Mar 18, 1983"
Brendan Seguin,"6' 0""",185 lbs.,NA,NA,"Jul 03, 1976"
Brennan Ward,"5' 10""",170 lbs.,NA,NA,"Jun 28, 1988"
Brent Primus,"5' 10""",155 lbs.,NA,NA,"Apr 12, 1985"
Bret Bergmark,"5' 9""",170 lbs.,NA,NA,"Nov 24, 1973"
Brett Albee,NA,225 lbs.,NA,NA,NA
Brett Cooper,"6' 0""",170 lbs.,NA,Orthodox,"Jul 02, 1987"
Brett Johns,"5' 7""",135 lbs.,"71""",Orthodox,"Feb 21, 1992"
Brett Rogers,"6' 5""",265 lbs.,"81""",Orthodox,"Feb 17, 1981"
Brett Tillis,NA,145 lbs.,NA,NA,NA
Brian Bowles,"5' 7""",135 lbs.,"70""",Orthodox,"Jun 22, 1980"
Brian Camozzi,"6' 2""",170 lbs.,"78""",Orthodox,"Jun 24, 1991"
Brian Cobb,"5' 11""",155 lbs.,NA,Orthodox,NA
Brian Davidson,"5' 6""",145 lbs.,NA,NA,NA
Brian Ebersole,"6' 0""",170 lbs.,"73""",Southpaw,"Nov 27, 1980"
Brian Foster,"5' 9""",170 lbs.,"71""",Orthodox,"Apr 03, 1984"
Brian Gassaway,"6' 1""",170 lbs.,NA,Orthodox,"Aug 07, 1972"
Brian Geraghty,"5' 7""",155 lbs.,NA,Orthodox,"Nov 04, 1980"
Brian Houston,"6' 2""",185 lbs.,"78""",Orthodox,"Apr 26, 1981"
Brian Johnston,"6' 3""",230 lbs.,NA,Orthodox,NA
Brian Kelleher,"5' 6""",135 lbs.,"66""",Switch,"Aug 19, 1986"
Brian Lo-A-Njoe,"5' 7""",155 lbs.,NA,Orthodox,NA
Brian McLaughlin,"5' 9""",155 lbs.,NA,NA,"May 12, 1984"
Brian Melancon,"5' 8""",170 lbs.,"72""",Orthodox,"May 28, 1982"
Brian Ortega,"5' 8""",145 lbs.,"69""",Switch,"Feb 21, 1991"
Brian Rogers,"5' 11""",185 lbs.,NA,NA,"Feb 15, 1984"
Brian Schwartz,"6' 3""",170 lbs.,NA,Orthodox,NA
Brian Sleeman,"5' 8""",185 lbs.,NA,NA,NA
Brian Stann,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 24, 1980"
Brian Warren,"6' 0""",185 lbs.,NA,Orthodox,NA
Brianna Van Buren,"4' 11""",115 lbs.,NA,NA,"Aug 04, 1993"
Bristol Marunde,"6' 1""",170 lbs.,"71""",Orthodox,"Apr 20, 1982"
Brock Jardine,"5' 11""",170 lbs.,"73""",Orthodox,"Jul 10, 1985"
Brock Larson,"5' 11""",170 lbs.,"71""",Southpaw,"Aug 23, 1977"
Brock Lesnar,"6' 3""",265 lbs.,"81""",Orthodox,"Jul 12, 1977"
Brodie Farber,"6' 1""",170 lbs.,NA,Orthodox,"Jul 05, 1980"
Brok Weaver,"6' 0""",170 lbs.,"73""",Southpaw,"Dec 05, 1991"
Bronson Mohika,NA,135 lbs.,NA,NA,NA
Brooke Mayo,"5' 7""",125 lbs.,NA,NA,NA
Bruno Assis,"6' 2""",185 lbs.,NA,Orthodox,"May 23, 1992"
Bruno Carvalho,"5' 8""",154 lbs.,NA,NA,"Jun 07, 1982"
Bruno Korea,"5' 6""",135 lbs.,"65""",NA,"Jun 28, 1991"
Bruno Santos,"5' 9""",185 lbs.,"69""",Orthodox,"Jul 17, 1987"
Bruno Silva,"6' 0""",185 lbs.,NA,NA,"Jul 13, 1989"
Bryan Baker,"6' 3""",185 lbs.,NA,Orthodox,"Oct 13, 1985"
Bryan Barberena,"6' 0""",170 lbs.,"72""",Southpaw,"May 03, 1989"
Bryan Caraway,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 04, 1984"
Bryan Humes,NA,265 lbs.,NA,NA,NA
Bryan Pardoe,"6' 1""",205 lbs.,NA,Orthodox,NA
Bryan Travers,NA,155 lbs.,NA,NA,"Apr 11, 1983"
Bryan Vetell,"6' 3""",265 lbs.,NA,Southpaw,"Jul 26, 1977"
Bryanna Fissori,"5' 4""",145 lbs.,NA,NA,NA
Bryce Mejia,"6' 1""",170 lbs.,NA,NA,NA
Bryce Mitchell,"5' 10""",145 lbs.,NA,Southpaw,"Oct 04, 1994"
Bryson Kamaka,"5' 11""",170 lbs.,NA,Orthodox,NA
Bu-Kyung Jung,"5' 7""",154 lbs.,NA,Orthodox,"May 26, 1978"
Bubba Bush,"6' 0""",185 lbs.,"73""",Orthodox,"Jul 24, 1985"
Bubba Jenkins,"5' 7""",145 lbs.,NA,NA,"Feb 05, 1988"
Bubba McDaniel,"6' 3""",185 lbs.,"75""",Southpaw,"May 03, 1983"
Bubba Pugh,"5' 10""",185 lbs.,NA,NA,NA
Buck Meredith,"6' 2""",185 lbs.,NA,NA,"May 17, 1982"
Buddy Roberts,"6' 2""",185 lbs.,NA,Orthodox,"Oct 17, 1982"
Byron Bloodworth,"5' 8""",135 lbs.,"69""",Orthodox,"Aug 16, 1983"
CB Dollaway,"6' 2""",185 lbs.,"76""",Orthodox,"Aug 10, 1983"
CJ Fernandes,"6' 2""",170 lbs.,NA,NA,"Nov 13, 1977"
CJ Hamilton,"5' 7""",125 lbs.,"68""",Switch,"Oct 07, 1986"
CJ Keith,"6' 0""",155 lbs.,NA,Orthodox,"Aug 09, 1986"
CJ Marsh,NA,NA,NA,NA,NA
CM Punk,"6' 1""",170 lbs.,"73""",Orthodox,"Oct 26, 1978"
Cain Carrizosa,"5' 8""",155 lbs.,"74""",Orthodox,"Jul 22, 1986"
Cain Velasquez,"6' 1""",240 lbs.,"77""",Orthodox,"Jul 28, 1982"
Caio Magalhaes,"6' 1""",185 lbs.,"73""",Orthodox,"Dec 14, 1987"
Cal Worsham,"5' 11""",230 lbs.,NA,Orthodox,NA
Cale Yarbrough,"6' 1""",185 lbs.,NA,Orthodox,"Dec 27, 1986"
Callan Potter,"6' 0""",155 lbs.,"72""",Orthodox,"Jun 09, 1984"
Calvin Kattar,"5' 11""",145 lbs.,"72""",Orthodox,"Mar 26, 1988"
Cameron Dollar,"5' 11""",155 lbs.,NA,Orthodox,"May 12, 1987"
Cameron Olson,"6' 1""",205 lbs.,"75""",Orthodox,"Nov 22, 1989"
Canaan Kawaihae,"6' 0""",145 lbs.,NA,Southpaw,"Aug 26, 1997"
Caol Uno,"5' 7""",155 lbs.,"70""",Southpaw,"May 08, 1975"
Carina Damm,"5' 4""",135 lbs.,NA,NA,NA
Carl Malenko,"5' 11""",200 lbs.,NA,Orthodox,NA
Carl Seumanutafa,"6' 1""",255 lbs.,NA,Orthodox,NA
Carl Toomey,NA,NA,NA,NA,NA
Carla Esparza,"5' 1""",115 lbs.,"63""",NA,"Oct 10, 1987"
Carlo Pedersoli,"5' 11""",170 lbs.,"75""",Southpaw,"Jun 08, 1993"
Carlo Prater,"5' 11""",155 lbs.,"72""",Switch,"Jun 25, 1981"
Carlos Barreto,"6' 4""",230 lbs.,NA,Orthodox,NA
Carlos Candelario,"5' 8""",125 lbs.,"67""",Southpaw,"Jun 04, 1991"
Carlos Condit,"6' 2""",170 lbs.,"75""",Orthodox,"Apr 26, 1984"
Carlos Eduardo Rocha,"5' 10""",170 lbs.,"70""",Orthodox,"Jul 12, 1981"
Carlos Felipe,"6' 0""",245 lbs.,NA,NA,"Jan 12, 1995"
Carlos Huachin,"5' 4""",135 lbs.,"67""",Southpaw,"Jun 04, 1996"
Carlos Newton,"5' 9""",170 lbs.,NA,Orthodox,"Aug 17, 1976"
Carlos Zevallos,"6' 0""",205 lbs.,NA,Orthodox,NA
Carls John De Tomas,"5' 5""",125 lbs.,"71""",Southpaw,"Aug 28, 1996"
Carlton Jones,"6' 1""",225 lbs.,NA,Orthodox,NA
Carmelo Marrero,"6' 0""",205 lbs.,"73""",Orthodox,"Jan 26, 1981"
Caros Fodor,"5' 9""",155 lbs.,"76""",Orthodox,"Jan 07, 1984"
Carter Williams,"6' 1""",265 lbs.,NA,Orthodox,NA
Casey Huffman,"6' 3""",185 lbs.,NA,NA,NA
Casey Kenney,"5' 7""",135 lbs.,"68""",Southpaw,"Mar 20, 1991"
Casey Olson,"5' 7""",145 lbs.,NA,Orthodox,NA
Cat Zingano,"5' 6""",145 lbs.,"68""",Southpaw,"Jul 01, 1982"
Cathal Pendred,"6' 1""",170 lbs.,"75""",Orthodox,"Sep 02, 1987"
Cesar Arzamendia,"5' 11""",155 lbs.,"71""",NA,"Jan 31, 1991"
Cesar Gracie,"5' 10""",181 lbs.,NA,Orthodox,NA
Cesar Marscucci,NA,NA,NA,NA,NA
Cezar Ferreira,"6' 1""",185 lbs.,"78""",Southpaw,"Feb 15, 1985"
Chad Cook,"6' 2""",205 lbs.,NA,NA,"Nov 07, 1979"
Chad Corvin,"6' 5""",255 lbs.,NA,NA,NA
Chad George,"5' 6""",135 lbs.,"68""",Southpaw,"Apr 30, 1982"
Chad Griggs,"6' 1""",205 lbs.,"73""",Orthodox,"May 15, 1978"
Chad Laprise,"5' 10""",170 lbs.,"71""",Orthodox,"Jul 23, 1986"
Chad Leonhardt,"6' 0""",170 lbs.,NA,NA,"Feb 19, 1980"
Chad Mendes,"5' 6""",145 lbs.,"66""",Orthodox,"May 01, 1985"
Chad Reiner,"5' 11""",170 lbs.,NA,Orthodox,"Jun 29, 1981"
Chad Robichaux,"5' 4""",135 lbs.,NA,NA,"Aug 18, 1975"
Chad Sutton,"6' 1""",185 lbs.,NA,NA,"Aug 07, 1982"
Chad Vance,"6' 0""",185 lbs.,NA,Orthodox,NA
Chad W. Saunders,"5' 10""",170 lbs.,NA,Orthodox,NA
Chael Sonnen,"6' 1""",205 lbs.,"74""",Southpaw,"Apr 03, 1977"
Chalid Arrab,"5' 11""",205 lbs.,NA,Orthodox,"May 28, 1975"
Chan Sung Jung,"5' 7""",145 lbs.,"72""",Orthodox,"Mar 17, 1987"
Chance Farrar,"5' 9""",145 lbs.,NA,Southpaw,"Sep 11, 1975"
Chance Rencountre,"6' 2""",170 lbs.,"75""",Southpaw,"Dec 31, 1986"
Chanmi Jeon,"5' 5""",115 lbs.,"67""",Orthodox,"Aug 28, 1997"
Charlene Gellner,"5' 2""",125 lbs.,NA,NA,NA
Charles Bennett,"5' 8""",155 lbs.,NA,Orthodox,"Nov 23, 1979"
Charles Byrd,"5' 10""",185 lbs.,"73""",Orthodox,"Oct 11, 1983"
Charles Jourdain,"5' 9""",155 lbs.,"69""",Switch,"Nov 27, 1995"
Charles McCarthy,"5' 10""",185 lbs.,"71""",Orthodox,"Aug 06, 1980"
Charles McTorry,NA,NA,NA,NA,NA
Charles Oliveira,"5' 10""",155 lbs.,"74""",Orthodox,"Oct 17, 1989"
Charles Rosa,"5' 9""",145 lbs.,"69""",Switch,"Aug 24, 1986"
Charlie Brenneman,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 09, 1981"
Charlie Kohler,"5' 9""",155 lbs.,NA,Orthodox,"Jul 16, 1976"
Charlie Ontiveros,"6' 2""",170 lbs.,NA,NA,"Jul 04, 1991"
Charlie Valencia,"5' 3""",135 lbs.,"64""",Orthodox,"Oct 31, 1974"
Charlie Ward,"5' 11""",170 lbs.,"73""",Orthodox,"Dec 17, 1980"
Charon Spain,"5' 9""",155 lbs.,NA,NA,"Mar 11, 1988"
Chas Skelly,"5' 11""",145 lbs.,"72""",Orthodox,"May 11, 1985"
Chase Beebe,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 29, 1985"
Chase Gormley,"6' 3""",265 lbs.,NA,Orthodox,NA
Chase Hooper,"6' 1""",145 lbs.,NA,Southpaw,"Sep 13, 1999"
Chase Sherman,"6' 4""",250 lbs.,"78""",Orthodox,"Nov 16, 1989"
Chase Waldon,"6' 1""",185 lbs.,"75""",Orthodox,"Sep 19, 1986"
Chatt Lavender,"5' 8""",170 lbs.,NA,NA,"May 24, 1976"
Che Mills,"6' 1""",170 lbs.,"76""",Orthodox,"Sep 29, 1982"
Cheick Kongo,"6' 4""",240 lbs.,"82""",Orthodox,"May 17, 1975"
Chel Erwin-Davis,"6' 0""",170 lbs.,NA,NA,NA
Cheyden Leialoha,"5' 8""",135 lbs.,"73""",Orthodox,"Mar 15, 1994"
Chibwikem Onyenegecha-Palmer,"6' 3""",185 lbs.,"76""",Orthodox,"Apr 18, 1994"
Chico Camus,"5' 6""",125 lbs.,"66""",Orthodox,"Jan 26, 1985"
Chidi Njokuani,"6' 3""",170 lbs.,NA,NA,"Dec 31, 1988"
Chris Amarante,NA,185 lbs.,NA,NA,NA
Chris Avila,"5' 10""",145 lbs.,"72""",Orthodox,"Jan 16, 1993"
Chris Barnhizer,NA,NA,NA,NA,NA
Chris Beal,"5' 7""",125 lbs.,"69""",Orthodox,"Aug 06, 1985"
Chris Birchler,"6' 3""",205 lbs.,"79""",Switch,"Jun 05, 1987"
Chris Bostick,NA,NA,NA,NA,NA
Chris Brennan,"5' 8""",170 lbs.,NA,Orthodox,"Oct 12, 1971"
Chris Brown,NA,170 lbs.,NA,NA,NA
Chris Camozzi,"6' 2""",185 lbs.,"76""",Orthodox,"Nov 20, 1986"
Chris Cariaso,"5' 3""",125 lbs.,"63""",Southpaw,"May 27, 1981"
Chris Clements,"5' 10""",170 lbs.,"70""",Orthodox,"Feb 09, 1976"
Chris Coggins,NA,NA,NA,NA,NA
Chris Condo,"6' 0""",335 lbs.,NA,Orthodox,NA
Chris Cope,"6' 0""",170 lbs.,"72""",Orthodox,"Mar 05, 1983"
Chris Culley,NA,145 lbs.,NA,NA,"Mar 25, 1986"
Chris Curtis,"5' 10""",170 lbs.,NA,Orthodox,"Jul 15, 1987"
Chris Dempsey,"5' 10""",185 lbs.,"72""",Orthodox,"Sep 08, 1987"
Chris Drumm,"5' 8""",145 lbs.,NA,NA,NA
Chris Fishgold,"5' 8""",145 lbs.,"68""",Orthodox,"Jun 06, 1992"
Chris Gruetzemacher,"5' 8""",155 lbs.,"68""",Orthodox,"Jun 16, 1986"
Chris Guillen,"6' 0""",240 lbs.,NA,Orthodox,"Dec 09, 1972"
Chris Gutierrez,"5' 9""",135 lbs.,"69""",Orthodox,"Apr 22, 1991"
Chris Haseman,"5' 11""",205 lbs.,NA,Orthodox,"Jun 02, 1969"
Chris Hawk,"6' 1""",205 lbs.,NA,NA,NA
Chris Heatherly,"5' 9""",155 lbs.,"68""",Orthodox,"Nov 24, 1987"
Chris Herrera,"5' 10""",185 lbs.,NA,NA,NA
Chris Holdsworth,"5' 11""",135 lbs.,"71""",NA,"Oct 24, 1987"
Chris Honeycutt,"5' 10""",170 lbs.,NA,NA,"Jul 25, 1988"
Chris Horodecki,"5' 9""",155 lbs.,"69""",Orthodox,"Sep 24, 1987"
Chris Indich,"5' 10""",170 lbs.,"73""",NA,"Apr 22, 1987"
Chris Inman,NA,NA,NA,NA,NA
Chris Jones,"5' 9""",149 lbs.,NA,NA,"Nov 16, 1981"
Chris Kelades,"5' 7""",125 lbs.,"68""",Orthodox,"Feb 21, 1981"
Chris Leben,"5' 11""",185 lbs.,"74""",Southpaw,"Jul 21, 1980"
Chris Liguori,"5' 9""",185 lbs.,NA,Orthodox,NA
Chris Lytle,"5' 11""",170 lbs.,"68""",Orthodox,"Aug 18, 1974"
Chris Manuel,"5' 9""",135 lbs.,NA,Orthodox,"Jul 21, 1987"
Chris Mickle,"5' 9""",145 lbs.,NA,Orthodox,"Jul 10, 1983"
Chris Mierzwiak,"6' 1""",185 lbs.,NA,NA,"Feb 14, 1988"
Chris Price,"6' 2""",185 lbs.,NA,Southpaw,"Nov 09, 1982"
Chris Sanford,"5' 11""",185 lbs.,NA,Orthodox,"Mar 12, 1968"
Chris Saunders,"5' 8""",155 lbs.,NA,NA,"Mar 11, 1986"
Chris Solomon,"5' 11""",155 lbs.,NA,NA,NA
Chris Spang,"6' 2""",170 lbs.,NA,Orthodox,"Nov 26, 1987"
Chris Tickle,"5' 9""",155 lbs.,NA,NA,"Feb 01, 1982"
Chris Tuchscherer,"6' 2""",258 lbs.,"76""",Orthodox,"Sep 08, 1975"
Chris Wade,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 30, 1987"
Chris Weidman,"6' 2""",185 lbs.,"78""",Orthodox,"Jun 17, 1984"
Chris Wilson,"6' 1""",170 lbs.,"75""",Orthodox,"Jun 07, 1977"
Chris Wright,NA,NA,NA,NA,NA
Chris Yee,"5' 9""",185 lbs.,NA,NA,NA
Chris de la Rocha,"6' 3""",250 lbs.,"80""",Orthodox,"May 15, 1979"
Christian Colombo,"6' 5""",265 lbs.,"80""",Orthodox,"Jul 01, 1980"
Christian Lohsen,"6' 2""",155 lbs.,NA,NA,"Jan 24, 1995"
Christian Morecraft,"6' 6""",260 lbs.,"81""",Orthodox,"Sep 08, 1986"
Christian Ocon,"5' 8""",135 lbs.,"69""",Orthodox,"Feb 05, 1996"
Christian Uflacker,"5' 11""",170 lbs.,NA,NA,"Aug 04, 1985"
Christian Wellisch,"6' 2""",234 lbs.,"77""",Orthodox,"Sep 13, 1975"
Christina Marks,"5' 7""",125 lbs.,"69""",Orthodox,"Nov 08, 1985"
Christophe Leninger,"6' 0""",200 lbs.,NA,Southpaw,NA
Christopher Lopez,"5' 10""",170 lbs.,NA,NA,"Jan 30, 1986"
Christos Giagos,"5' 10""",155 lbs.,"71""",Orthodox,"Jan 23, 1990"
Chuck Grigsby,"6' 6""",205 lbs.,NA,Orthodox,NA
Chuck Liddell,"6' 2""",205 lbs.,"76""",Orthodox,"Dec 17, 1969"
Chuck O'Neil,"6' 2""",170 lbs.,NA,NA,"Sep 22, 1985"
Cindy Dandois,"5' 7""",135 lbs.,"68""",Orthodox,"Oct 26, 1984"
Ciryl Gane,"6' 5""",265 lbs.,NA,NA,"May 06, 1990"
Claude Patrick,"5' 11""",170 lbs.,"75""",Orthodox,"Jun 14, 1980"
Claudia Gadelha,"5' 4""",115 lbs.,"63""",Orthodox,"Dec 07, 1988"
Claudio Mattos,NA,185 lbs.,NA,Orthodox,NA
Claudio Puelles,"5' 11""",155 lbs.,"72""",Southpaw,"Apr 21, 1996"
Claudio Silva,"5' 11""",170 lbs.,"71""",Southpaw,"Sep 06, 1982"
Claudionor Fontinelle,"5' 5""",185 lbs.,NA,Orthodox,NA
Clay Collard,"5' 11""",145 lbs.,"73""",Orthodox,"Mar 10, 1993"
Clay French,"5' 7""",161 lbs.,NA,Southpaw,"Oct 07, 1980"
Clay Guida,"5' 7""",155 lbs.,"70""",Orthodox,"Dec 08, 1981"
Clay Harvison,"6' 1""",170 lbs.,"74""",NA,"Sep 25, 1980"
Clay Mitchell,"6' 2""",185 lbs.,NA,NA,NA
Clayton MacFarlane,NA,170 lbs.,NA,NA,NA
Cleber Luciano,"5' 6""",155 lbs.,NA,NA,NA
Clifford Starks,"6' 0""",185 lbs.,"77""",Orthodox,"Apr 25, 1981"
Clint Coronel,NA,155 lbs.,NA,NA,NA
Clint Godfrey,"5' 6""",135 lbs.,NA,Southpaw,"Oct 21, 1982"
Clint Hester,"6' 2""",205 lbs.,"77""",Orthodox,"Nov 21, 1986"
Codale Ford,"5' 9""",170 lbs.,NA,NA,"May 13, 1979"
Cody Canterbury,"5' 8""",155 lbs.,NA,NA,NA
Cody Carrillo,"5' 10""",155 lbs.,NA,NA,NA
Cody Donovan,"6' 3""",205 lbs.,"74""",Orthodox,"Feb 20, 1981"
Cody East,"6' 3""",245 lbs.,"74""",Orthodox,"Jun 29, 1988"
Cody Floyd,NA,NA,NA,NA,"Jul 18, 1988"
Cody Garbrandt,"5' 8""",135 lbs.,"65""",Orthodox,"Jul 07, 1991"
Cody Gibson,"5' 10""",135 lbs.,"71""",Orthodox,"Sep 11, 1987"
Cody McKenzie,"6' 0""",155 lbs.,"72""",Switch,"Dec 16, 1987"
Cody Pfister,"5' 10""",155 lbs.,"73""",Orthodox,"Jul 12, 1990"
Cody Sons,"5' 9""",205 lbs.,NA,NA,NA
Cody Stamann,"5' 6""",135 lbs.,"64""",Orthodox,"Nov 09, 1989"
Colby Covington,"5' 11""",170 lbs.,"72""",Orthodox,"Feb 22, 1988"
Cole Escovedo,"5' 7""",135 lbs.,"72""",Orthodox,"Aug 30, 1981"
Cole Miller,"6' 1""",145 lbs.,"74""",Orthodox,"Apr 26, 1984"
Cole Province,"5' 9""",145 lbs.,"68""",Orthodox,"Jan 17, 1981"
Cole Smith,"5' 11""",135 lbs.,"67""",Orthodox,"Apr 05, 1989"
Colin Fletcher,"6' 2""",155 lbs.,"78""",Orthodox,"Jan 08, 1983"
Colin Robinson,"6' 4""",243 lbs.,NA,Orthodox,"Nov 27, 1968"
Colleen Schneider,NA,135 lbs.,NA,NA,NA
Colley  Bradford,"5' 7""",145 lbs.,NA,NA,NA
Collin Hart,"6' 1""",185 lbs.,"76""",Orthodox,"Oct 12, 1989"
Coltin Cole,NA,185 lbs.,NA,NA,"Apr 24, 1989"
Colton Smith,"6' 0""",155 lbs.,"71""",Orthodox,"Aug 14, 1987"
Conor Heun,"5' 10""",155 lbs.,NA,Orthodox,"Feb 11, 1979"
Conor McGregor,"5' 9""",155 lbs.,"74""",Southpaw,"Jul 14, 1988"
Corey Anderson,"6' 3""",205 lbs.,"79""",Orthodox,"Sep 22, 1989"
Corey Hill,"6' 4""",155 lbs.,"80""",Orthodox,"Oct 03, 1978"
Cortez Coleman,"6' 1""",185 lbs.,NA,NA,"Jan 28, 1982"
Cortney Casey,"5' 7""",115 lbs.,"67""",Orthodox,"May 05, 1987"
Cory Devela,"5' 0""",185 lbs.,NA,Orthodox,NA
Cory Hendricks,"6' 3""",205 lbs.,NA,NA,"May 10, 1988"
Cory Peterson,"6' 11""",400 lbs.,NA,Orthodox,NA
Cory Sandhagen,"5' 11""",135 lbs.,"70""",Switch,"Apr 20, 1992"
Cory Walmsley,"6' 0""",205 lbs.,NA,Orthodox,NA
Costas Philippou,"5' 11""",185 lbs.,"73""",Orthodox,"Nov 29, 1979"
Coty Wheeler,"5' 6""",135 lbs.,"67""",Orthodox,"Oct 11, 1978"
Court McGee,"5' 11""",170 lbs.,"75""",Orthodox,"Dec 12, 1984"
Courtney Buck,"5' 10""",135 lbs.,NA,Orthodox,"Mar 19, 1982"
Courtney Turner,"6' 2""",170 lbs.,NA,NA,NA
Crafton Wallace,"6' 0""",185 lbs.,NA,Orthodox,"Nov 10, 1975"
Craig Oxley,"5' 9""",155 lbs.,NA,NA,"Feb 14, 1973"
Craig White,"6' 2""",170 lbs.,"76""",Orthodox,"Jul 01, 1990"
Craig Zellner,"6' 2""",205 lbs.,NA,Orthodox,"Sep 09, 1976"
Crezio de Souza,NA,170 lbs.,NA,Orthodox,NA
Cris Cyborg,"5' 8""",145 lbs.,"68""",Orthodox,"Jul 09, 1985"
